name	descr	pvalue	qvalue
VOLTAGE-GATED POTASSIUM CHANNEL ACTIVITY%GOMF%GO:0005249	VOLTAGE-GATED POTASSIUM CHANNEL ACTIVITY%GOMF%GO:0005249	0.626	0.775343474631296
SIGNALING BY NODAL%REACTOME%R-HSA-1181150.1	SIGNALING BY NODAL%REACTOME%R-HSA-1181150.1	0.626	0.775343474631296
SPLICING FACTOR NOVA REGULATED SYNAPTIC PROTEINS%WIKIPATHWAYS_20220510%WP4148%HOMO SAPIENS	SPLICING FACTOR NOVA REGULATED SYNAPTIC PROTEINS%WIKIPATHWAYS_20220510%WP4148%HOMO SAPIENS	0.626	0.775343474631296
MICROTUBULE ANCHORING AT CENTROSOME%GOBP%GO:0034454	MICROTUBULE ANCHORING AT CENTROSOME%GOBP%GO:0034454	0.627	0.77622204709809
POSITIVE REGULATION OF GROWTH%GOBP%GO:0045927	POSITIVE REGULATION OF GROWTH%GOBP%GO:0045927	0.627	0.77622204709809
NEGATIVE REGULATION OF GLIOGENESIS%GOBP%GO:0014014	NEGATIVE REGULATION OF GLIOGENESIS%GOBP%GO:0014014	0.627	0.77622204709809
2 IRON, 2 SULFUR CLUSTER BINDING%GOMF%GO:0051537	2 IRON, 2 SULFUR CLUSTER BINDING%GOMF%GO:0051537	0.627	0.77622204709809
CS DS DEGRADATION%REACTOME%R-HSA-2024101.2	CS DS DEGRADATION%REACTOME%R-HSA-2024101.2	0.627	0.77622204709809
STRIATED MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0014706	STRIATED MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0014706	0.628	0.776452222222222
BASE-EXCISION REPAIR, AP SITE FORMATION%GOBP%GO:0006285	BASE-EXCISION REPAIR, AP SITE FORMATION%GOBP%GO:0006285	0.628	0.776452222222222
CILIUM MOVEMENT INVOLVED IN CELL MOTILITY%GOBP%GO:0060294	CILIUM MOVEMENT INVOLVED IN CELL MOTILITY%GOBP%GO:0060294	0.628	0.776452222222222
BRANCHING INVOLVED IN BLOOD VESSEL MORPHOGENESIS%GOBP%GO:0001569	BRANCHING INVOLVED IN BLOOD VESSEL MORPHOGENESIS%GOBP%GO:0001569	0.628	0.776452222222222
CARDIAC MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0048738	CARDIAC MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0048738	0.628	0.776452222222222
COSTAMERE%GOCC%GO:0043034	COSTAMERE%GOCC%GO:0043034	0.628	0.776452222222222
MLL1 COMPLEX%GOCC%GO:0071339	MLL1 COMPLEX%GOCC%GO:0071339	0.628	0.776452222222222
MOLECULAR CONDENSATE SCAFFOLD ACTIVITY%GOMF%GO:0140693	MOLECULAR CONDENSATE SCAFFOLD ACTIVITY%GOMF%GO:0140693	0.628	0.776452222222222
LIPASE ACTIVITY%GOMF%GO:0016298	LIPASE ACTIVITY%GOMF%GO:0016298	0.628	0.776452222222222
THIOREDOXIN-DISULFIDE REDUCTASE ACTIVITY%GOMF%GO:0004791	THIOREDOXIN-DISULFIDE REDUCTASE ACTIVITY%GOMF%GO:0004791	0.628	0.776452222222222
AURORA B SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AURORA B SIGNALING	AURORA B SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AURORA B SIGNALING	0.628	0.776452222222222
MITOCHONDRIAL BETA-OXIDATION OF LONG CHAIN SATURATED FATTY ACIDS%SMPDB%SMP0000482	MITOCHONDRIAL BETA-OXIDATION OF LONG CHAIN SATURATED FATTY ACIDS%SMPDB%SMP0000482	0.628	0.776452222222222
GLUCOSE METABOLISM%REACTOME DATABASE ID RELEASE 83%70326	GLUCOSE METABOLISM%REACTOME DATABASE ID RELEASE 83%70326	0.628	0.776452222222222
CLEAR CELL RENAL CELL CARCINOMA PATHWAYS%WIKIPATHWAYS_20220510%WP4018%HOMO SAPIENS	CLEAR CELL RENAL CELL CARCINOMA PATHWAYS%WIKIPATHWAYS_20220510%WP4018%HOMO SAPIENS	0.628	0.776452222222222
REGULATION OF GLYCOGEN METABOLIC PROCESS%GOBP%GO:0070873	REGULATION OF GLYCOGEN METABOLIC PROCESS%GOBP%GO:0070873	0.629	0.776825471698113
SPERM MIDPIECE%GOCC%GO:0097225	SPERM MIDPIECE%GOCC%GO:0097225	0.629	0.776825471698113
COMPLEMENT RECEPTOR MEDIATED SIGNALING PATHWAY%GOMF%GO:0002430	COMPLEMENT RECEPTOR MEDIATED SIGNALING PATHWAY%GOMF%GO:0002430	0.629	0.776825471698113
POSITIVE REGULATION OF IMMUNE SYSTEM PROCESS%GOMF%GO:0002684	POSITIVE REGULATION OF IMMUNE SYSTEM PROCESS%GOMF%GO:0002684	0.629	0.776825471698113
POSITIVE REGULATION OF IMMUNE RESPONSE%GOMF%GO:0050778	POSITIVE REGULATION OF IMMUNE RESPONSE%GOMF%GO:0050778	0.629	0.776825471698113
IMMUNE RESPONSE-ACTIVATING CELL SURFACE RECEPTOR SIGNALING PATHWAY%GOMF%GO:0002429	IMMUNE RESPONSE-ACTIVATING CELL SURFACE RECEPTOR SIGNALING PATHWAY%GOMF%GO:0002429	0.629	0.776825471698113
ACTIVATION OF IMMUNE RESPONSE%GOMF%GO:0002253	ACTIVATION OF IMMUNE RESPONSE%GOMF%GO:0002253	0.629	0.776825471698113
IMMUNE RESPONSE-ACTIVATING SIGNALING PATHWAY%GOMF%GO:0002757	IMMUNE RESPONSE-ACTIVATING SIGNALING PATHWAY%GOMF%GO:0002757	0.629	0.776825471698113
COMPLEMENT RECEPTOR ACTIVITY%GOMF%GO:0004875	COMPLEMENT RECEPTOR ACTIVITY%GOMF%GO:0004875	0.629	0.776825471698113
BIOCARTA_ARAP_PATHWAY%MSIGDB_C2%BIOCARTA_ARAP_PATHWAY	BIOCARTA_ARAP_PATHWAY%MSIGDB_C2%BIOCARTA_ARAP_PATHWAY	0.629	0.776825471698113
TNFR1-INDUCED PROAPOPTOTIC SIGNALING%REACTOME DATABASE ID RELEASE 83%5357786	TNFR1-INDUCED PROAPOPTOTIC SIGNALING%REACTOME DATABASE ID RELEASE 83%5357786	0.629	0.776825471698113
ARYL HYDROCARBON RECEPTOR SIGNALLING%REACTOME DATABASE ID RELEASE 83%8937144	ARYL HYDROCARBON RECEPTOR SIGNALLING%REACTOME DATABASE ID RELEASE 83%8937144	0.629	0.776825471698113
DNA DAMAGE CHECKPOINT SIGNALING%GOBP%GO:0000077	DNA DAMAGE CHECKPOINT SIGNALING%GOBP%GO:0000077	0.63	0.777485212569316
NEGATIVE REGULATION OF DNA-TEMPLATED DNA REPLICATION%GOBP%GO:2000104	NEGATIVE REGULATION OF DNA-TEMPLATED DNA REPLICATION%GOBP%GO:2000104	0.63	0.777485212569316
POSITIVE REGULATION OF NUCLEASE ACTIVITY%GOBP%GO:0032075	POSITIVE REGULATION OF NUCLEASE ACTIVITY%GOBP%GO:0032075	0.63	0.777485212569316
NUCLEOSIDE DIPHOSPHATE CATABOLIC PROCESS%GOBP%GO:0009134	NUCLEOSIDE DIPHOSPHATE CATABOLIC PROCESS%GOBP%GO:0009134	0.63	0.777485212569316
TYROSINE PHOSPHORYLATION OF STAT PROTEIN%GOBP%GO:0007260	TYROSINE PHOSPHORYLATION OF STAT PROTEIN%GOBP%GO:0007260	0.63	0.777485212569316
RESPONSE TO LEPTIN%GOBP%GO:0044321	RESPONSE TO LEPTIN%GOBP%GO:0044321	0.63	0.777485212569316
MYOFILAMENT%GOCC%GO:0036379	MYOFILAMENT%GOCC%GO:0036379	0.63	0.777485212569316
BIOCARTA_BARR_MAPK_PATHWAY%MSIGDB_C2%BIOCARTA_BARR_MAPK_PATHWAY	BIOCARTA_BARR_MAPK_PATHWAY%MSIGDB_C2%BIOCARTA_BARR_MAPK_PATHWAY	0.63	0.777485212569316
REGULATION OF VITAMIN METABOLIC PROCESS%GOBP%GO:0030656	REGULATION OF VITAMIN METABOLIC PROCESS%GOBP%GO:0030656	0.631	0.77771303304412
MODULATION OF CHEMICAL SYNAPTIC TRANSMISSION%GOBP%GO:0050804	MODULATION OF CHEMICAL SYNAPTIC TRANSMISSION%GOBP%GO:0050804	0.631	0.77771303304412
PHARYNGEAL SYSTEM DEVELOPMENT%GOBP%GO:0060037	PHARYNGEAL SYSTEM DEVELOPMENT%GOBP%GO:0060037	0.631	0.77771303304412
REGULATION OF CALCIDIOL 1-MONOOXYGENASE ACTIVITY%GOBP%GO:0060558	REGULATION OF CALCIDIOL 1-MONOOXYGENASE ACTIVITY%GOBP%GO:0060558	0.631	0.77771303304412
PHAGOSOME MATURATION%GOBP%GO:0090382	PHAGOSOME MATURATION%GOBP%GO:0090382	0.631	0.77771303304412
FIBRINOGEN COMPLEX%GOCC%GO:0005577	FIBRINOGEN COMPLEX%GOCC%GO:0005577	0.631	0.77771303304412
MONOATOMIC CATION TRANSMEMBRANE TRANSPORTER ACTIVITY%GOMF%GO:0008324	MONOATOMIC CATION TRANSMEMBRANE TRANSPORTER ACTIVITY%GOMF%GO:0008324	0.631	0.77771303304412
MYOSIN V BINDING%GOMF%GO:0031489	MYOSIN V BINDING%GOMF%GO:0031489	0.631	0.77771303304412
RAGE RECEPTOR BINDING%GOMF%GO:0050786	RAGE RECEPTOR BINDING%GOMF%GO:0050786	0.631	0.77771303304412
SYNAPTIC_VESICLE_TRAFFICKING%PANTHER PATHWAY%P05734	SYNAPTIC_VESICLE_TRAFFICKING%PANTHER PATHWAY%P05734	0.631	0.77771303304412
TRANSLOCATION OF ZAP-70 TO IMMUNOLOGICAL SYNAPSE%REACTOME DATABASE ID RELEASE 83%202430	TRANSLOCATION OF ZAP-70 TO IMMUNOLOGICAL SYNAPSE%REACTOME DATABASE ID RELEASE 83%202430	0.631	0.77771303304412
ALK MUTANTS BIND TKIS%REACTOME%R-HSA-9700645.1	ALK MUTANTS BIND TKIS%REACTOME%R-HSA-9700645.1	0.631	0.77771303304412
ANTIMICROBIAL PEPTIDES%REACTOME DATABASE ID RELEASE 83%6803157	ANTIMICROBIAL PEPTIDES%REACTOME DATABASE ID RELEASE 83%6803157	0.631	0.77771303304412
PROLACTIN SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP2037%HOMO SAPIENS	PROLACTIN SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP2037%HOMO SAPIENS	0.631	0.77771303304412
STEM CELL DIVISION%GOBP%GO:0017145	STEM CELL DIVISION%GOBP%GO:0017145	0.632	0.778586216440631
CAMERA-TYPE EYE DEVELOPMENT%GOBP%GO:0043010	CAMERA-TYPE EYE DEVELOPMENT%GOBP%GO:0043010	0.632	0.778586216440631
METHYLATED HISTONE BINDING%GOMF%GO:0035064	METHYLATED HISTONE BINDING%GOMF%GO:0035064	0.632	0.778586216440631
SEROTONIN AND ANXIETY%WIKIPATHWAYS_20220510%WP3947%HOMO SAPIENS	SEROTONIN AND ANXIETY%WIKIPATHWAYS_20220510%WP3947%HOMO SAPIENS	0.632	0.778586216440631
NANOMATERIAL INDUCED APOPTOSIS%WIKIPATHWAYS_20220510%WP2507%HOMO SAPIENS	NANOMATERIAL INDUCED APOPTOSIS%WIKIPATHWAYS_20220510%WP2507%HOMO SAPIENS	0.632	0.778586216440631
C4-DICARBOXYLATE TRANSPORT%GOBP%GO:0015740	C4-DICARBOXYLATE TRANSPORT%GOBP%GO:0015740	0.633	0.779243016502259
NEGATIVE REGULATION OF TRANSLATIONAL INITIATION%GOBP%GO:0045947	NEGATIVE REGULATION OF TRANSLATIONAL INITIATION%GOBP%GO:0045947	0.633	0.779243016502259
POSITIVE REGULATION OF MACROPHAGE CYTOKINE PRODUCTION%GOBP%GO:0060907	POSITIVE REGULATION OF MACROPHAGE CYTOKINE PRODUCTION%GOBP%GO:0060907	0.633	0.779243016502259
SULFUR COMPOUND CATABOLIC PROCESS%GOBP%GO:0044273	SULFUR COMPOUND CATABOLIC PROCESS%GOBP%GO:0044273	0.633	0.779243016502259
EMBRYONIC HEMOPOIESIS%GOBP%GO:0035162	EMBRYONIC HEMOPOIESIS%GOBP%GO:0035162	0.633	0.779243016502259
ENZYME ACTIVATOR COMPLEX%GOCC%GO:0150005	ENZYME ACTIVATOR COMPLEX%GOCC%GO:0150005	0.633	0.779243016502259
SMALL RIBOSOMAL SUBUNIT%GOCC%GO:0015935	SMALL RIBOSOMAL SUBUNIT%GOCC%GO:0015935	0.633	0.779243016502259
CYSTEINE-TYPE PEPTIDASE ACTIVITY%GOMF%GO:0008234	CYSTEINE-TYPE PEPTIDASE ACTIVITY%GOMF%GO:0008234	0.633	0.779243016502259
REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION%GOBP%GO:0002761	REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION%GOBP%GO:0002761	0.634	0.780042568874965
NEGATIVE REGULATION OF COLD-INDUCED THERMOGENESIS%GOBP%GO:0120163	NEGATIVE REGULATION OF COLD-INDUCED THERMOGENESIS%GOBP%GO:0120163	0.634	0.780042568874965
REGULATION OF TRANSCRIPTION OF NUCLEOLAR LARGE RRNA BY RNA POLYMERASE I%GOBP%GO:1901836	REGULATION OF TRANSCRIPTION OF NUCLEOLAR LARGE RRNA BY RNA POLYMERASE I%GOBP%GO:1901836	0.634	0.780042568874965
MHC PROTEIN COMPLEX%GOCC%GO:0042611	MHC PROTEIN COMPLEX%GOCC%GO:0042611	0.634	0.780042568874965
TRISTETRAPROLIN (TTP, ZFP36) BINDS AND DESTABILIZES MRNA%REACTOME%R-HSA-450513.2	TRISTETRAPROLIN (TTP, ZFP36) BINDS AND DESTABILIZES MRNA%REACTOME%R-HSA-450513.2	0.634	0.780042568874965
BRAIN-DERIVED NEUROTROPHIC FACTOR (BDNF) SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP2380%HOMO SAPIENS	BRAIN-DERIVED NEUROTROPHIC FACTOR (BDNF) SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP2380%HOMO SAPIENS	0.634	0.780042568874965
POSITIVE REGULATION OF DNA BINDING%GOBP%GO:0043388	POSITIVE REGULATION OF DNA BINDING%GOBP%GO:0043388	0.635	0.780985078751036
POSITIVE REGULATION OF NATURAL KILLER CELL MEDIATED CYTOTOXICITY%GOBP%GO:0045954	POSITIVE REGULATION OF NATURAL KILLER CELL MEDIATED CYTOTOXICITY%GOBP%GO:0045954	0.635	0.780985078751036
REGULATION OF CYTOKINE PRODUCTION INVOLVED IN INFLAMMATORY RESPONSE%GOBP%GO:1900015	REGULATION OF CYTOKINE PRODUCTION INVOLVED IN INFLAMMATORY RESPONSE%GOBP%GO:1900015	0.635	0.780985078751036
REGULATION OF MRNA STABILITY BY PROTEINS THAT BIND AU-RICH ELEMENTS%REACTOME DATABASE ID RELEASE 83%450531	REGULATION OF MRNA STABILITY BY PROTEINS THAT BIND AU-RICH ELEMENTS%REACTOME DATABASE ID RELEASE 83%450531	0.635	0.780985078751036
POSITIVE REGULATION OF OXIDATIVE STRESS-INDUCED NEURON DEATH%GOBP%GO:1903223	POSITIVE REGULATION OF OXIDATIVE STRESS-INDUCED NEURON DEATH%GOBP%GO:1903223	0.636	0.781926894392782
POSITIVE REGULATION OF MITOCHONDRION ORGANIZATION%GOBP%GO:0010822	POSITIVE REGULATION OF MITOCHONDRION ORGANIZATION%GOBP%GO:0010822	0.636	0.781926894392782
PROTEASOME CORE COMPLEX, ALPHA-SUBUNIT COMPLEX%GOCC%GO:0019773	PROTEASOME CORE COMPLEX, ALPHA-SUBUNIT COMPLEX%GOCC%GO:0019773	0.636	0.781926894392782
TRNA PROCESSING IN THE NUCLEUS%REACTOME%R-HSA-6784531.5	TRNA PROCESSING IN THE NUCLEUS%REACTOME%R-HSA-6784531.5	0.636	0.781926894392782
NEGATIVE REGULATION OF EXOCYTOSIS%GOBP%GO:0045920	NEGATIVE REGULATION OF EXOCYTOSIS%GOBP%GO:0045920	0.637	0.782363962472406
CELLULAR RESPONSE TO EPINEPHRINE STIMULUS%GOBP%GO:0071872	CELLULAR RESPONSE TO EPINEPHRINE STIMULUS%GOBP%GO:0071872	0.637	0.782363962472406
HEMATOPOIETIC STEM CELL DIFFERENTIATION%GOBP%GO:0060218	HEMATOPOIETIC STEM CELL DIFFERENTIATION%GOBP%GO:0060218	0.637	0.782363962472406
RESPONSE TO EPINEPHRINE%GOBP%GO:0071871	RESPONSE TO EPINEPHRINE%GOBP%GO:0071871	0.637	0.782363962472406
EPIDERMIS DEVELOPMENT%GOBP%GO:0008544	EPIDERMIS DEVELOPMENT%GOBP%GO:0008544	0.637	0.782363962472406
GLUCOSE METABOLIC PROCESS%GOBP%GO:0006006	GLUCOSE METABOLIC PROCESS%GOBP%GO:0006006	0.637	0.782363962472406
PROTEIN ACETYLATION%GOBP%GO:0006473	PROTEIN ACETYLATION%GOBP%GO:0006473	0.637	0.782363962472406
SWR1 COMPLEX%GOCC%GO:0000812	SWR1 COMPLEX%GOCC%GO:0000812	0.637	0.782363962472406
GLUTAMATE RECEPTOR BINDING%GOMF%GO:0035254	GLUTAMATE RECEPTOR BINDING%GOMF%GO:0035254	0.637	0.782363962472406
MANGANESE ION BINDING%GOMF%GO:0030145	MANGANESE ION BINDING%GOMF%GO:0030145	0.637	0.782363962472406
BIOCARTA_PRION_PATHWAY%MSIGDB_C2%BIOCARTA_PRION_PATHWAY	BIOCARTA_PRION_PATHWAY%MSIGDB_C2%BIOCARTA_PRION_PATHWAY	0.637	0.782363962472406
PEPTIDYL-PROLINE HYDROXYLATION%GOBP%GO:0019511	PEPTIDYL-PROLINE HYDROXYLATION%GOBP%GO:0019511	0.638	0.783159955874242
REGULATION OF GLIAL CELL MIGRATION%GOBP%GO:1903975	REGULATION OF GLIAL CELL MIGRATION%GOBP%GO:1903975	0.638	0.783159955874242
NUCLEAR DIVISION%GOBP%GO:0000280	NUCLEAR DIVISION%GOBP%GO:0000280	0.638	0.783159955874242
NEGATIVE REGULATION OF CATION CHANNEL ACTIVITY%GOBP%GO:2001258	NEGATIVE REGULATION OF CATION CHANNEL ACTIVITY%GOBP%GO:2001258	0.638	0.783159955874242
TRK RECEPTOR SIGNALING MEDIATED BY THE MAPK PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TRK RECEPTOR SIGNALING MEDIATED BY THE MAPK PATHWAY	TRK RECEPTOR SIGNALING MEDIATED BY THE MAPK PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TRK RECEPTOR SIGNALING MEDIATED BY THE MAPK PATHWAY	0.638	0.783159955874242
ANCHORING OF THE BASAL BODY TO THE PLASMA MEMBRANE%REACTOME DATABASE ID RELEASE 83%5620912	ANCHORING OF THE BASAL BODY TO THE PLASMA MEMBRANE%REACTOME DATABASE ID RELEASE 83%5620912	0.638	0.783159955874242
ETHER BIOSYNTHETIC PROCESS%GOBP%GO:1901503	ETHER BIOSYNTHETIC PROCESS%GOBP%GO:1901503	0.639	0.783811041704942
RESPONSE TO IONIZING RADIATION%GOBP%GO:0010212	RESPONSE TO IONIZING RADIATION%GOBP%GO:0010212	0.639	0.783811041704942
GDP-MANNOSE METABOLIC PROCESS%GOBP%GO:0019673	GDP-MANNOSE METABOLIC PROCESS%GOBP%GO:0019673	0.639	0.783811041704942
POSITIVE REGULATION OF NEUROGENESIS%GOBP%GO:0050769	POSITIVE REGULATION OF NEUROGENESIS%GOBP%GO:0050769	0.639	0.783811041704942
NUCLEIC ACID TRANSPORT%GOBP%GO:0050657	NUCLEIC ACID TRANSPORT%GOBP%GO:0050657	0.639	0.783811041704942
RNA TRANSPORT%GOBP%GO:0050658	RNA TRANSPORT%GOBP%GO:0050658	0.639	0.783811041704942
PROTEIN SYNTHESIS: PHENYLALANINE%PATHWHIZ%PW112934	PROTEIN SYNTHESIS: PHENYLALANINE%PATHWHIZ%PW112934	0.639	0.783811041704942
COLLAGEN DEGRADATION%REACTOME DATABASE ID RELEASE 83%1442490	COLLAGEN DEGRADATION%REACTOME DATABASE ID RELEASE 83%1442490	0.639	0.783811041704942
NEGATIVE REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001911	NEGATIVE REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001911	0.64	0.784749311294766
REGULATION OF INTEGRIN-MEDIATED SIGNALING PATHWAY%GOBP%GO:2001044	REGULATION OF INTEGRIN-MEDIATED SIGNALING PATHWAY%GOBP%GO:2001044	0.64	0.784749311294766
REGULATION OF TRANSLATION%GOBP%GO:0006417	REGULATION OF TRANSLATION%GOBP%GO:0006417	0.64	0.784749311294766
PANCREATIC ADENOCARCINOMA PATHWAY%WIKIPATHWAYS_20220510%WP4263%HOMO SAPIENS	PANCREATIC ADENOCARCINOMA PATHWAY%WIKIPATHWAYS_20220510%WP4263%HOMO SAPIENS	0.64	0.784749311294766
ANATOMICAL STRUCTURE FORMATION INVOLVED IN MORPHOGENESIS%GOBP%GO:0048646	ANATOMICAL STRUCTURE FORMATION INVOLVED IN MORPHOGENESIS%GOBP%GO:0048646	0.641	0.785398513488714
ACTIN FILAMENT NETWORK FORMATION%GOBP%GO:0051639	ACTIN FILAMENT NETWORK FORMATION%GOBP%GO:0051639	0.641	0.785398513488714
POSITIVE REGULATION OF PLATELET AGGREGATION%GOBP%GO:1901731	POSITIVE REGULATION OF PLATELET AGGREGATION%GOBP%GO:1901731	0.641	0.785398513488714
CHEMICAL SYNAPTIC TRANSMISSION%GOMF%GO:0007268	CHEMICAL SYNAPTIC TRANSMISSION%GOMF%GO:0007268	0.641	0.785398513488714
SYNAPTIC SIGNALING%GOMF%GO:0099536	SYNAPTIC SIGNALING%GOMF%GO:0099536	0.641	0.785398513488714
TRANS-SYNAPTIC SIGNALING%GOMF%GO:0099537	TRANS-SYNAPTIC SIGNALING%GOMF%GO:0099537	0.641	0.785398513488714
CHEMICAL SYNAPTIC TRANSMISSION, POSTSYNAPTIC%GOMF%GO:0099565	CHEMICAL SYNAPTIC TRANSMISSION, POSTSYNAPTIC%GOMF%GO:0099565	0.641	0.785398513488714
ANTEROGRADE TRANS-SYNAPTIC SIGNALING%GOMF%GO:0098916	ANTEROGRADE TRANS-SYNAPTIC SIGNALING%GOMF%GO:0098916	0.641	0.785398513488714
SMALL MOLECULE CATABOLIC PROCESS%GOBP%GO:0044282	SMALL MOLECULE CATABOLIC PROCESS%GOBP%GO:0044282	0.642	0.786263046867835
REGULATION OF INTERLEUKIN-6 PRODUCTION%GOBP%GO:0032675	REGULATION OF INTERLEUKIN-6 PRODUCTION%GOBP%GO:0032675	0.642	0.786263046867835
RESPONSE TO ACTIVITY%GOBP%GO:0014823	RESPONSE TO ACTIVITY%GOBP%GO:0014823	0.642	0.786263046867835
HISTONE ACETYLTRANSFERASE COMPLEX%GOCC%GO:0000123	HISTONE ACETYLTRANSFERASE COMPLEX%GOCC%GO:0000123	0.642	0.786263046867835
BIOCARTA_HSP27_PATHWAY%MSIGDB_C2%BIOCARTA_HSP27_PATHWAY	BIOCARTA_HSP27_PATHWAY%MSIGDB_C2%BIOCARTA_HSP27_PATHWAY	0.642	0.786263046867835
TOLL-LIKE RECEPTOR 3 SIGNALING PATHWAY%GOBP%GO:0034138	TOLL-LIKE RECEPTOR 3 SIGNALING PATHWAY%GOBP%GO:0034138	0.643	0.786982493125573
POSITIVE REGULATION OF ACTIN FILAMENT DEPOLYMERIZATION%GOBP%GO:0030836	POSITIVE REGULATION OF ACTIN FILAMENT DEPOLYMERIZATION%GOBP%GO:0030836	0.643	0.786982493125573
ACTIN POLYMERIZATION-DEPENDENT CELL MOTILITY%GOBP%GO:0070358	ACTIN POLYMERIZATION-DEPENDENT CELL MOTILITY%GOBP%GO:0070358	0.643	0.786982493125573
PHOSPHATIDYLINOSITOL-3,4,5-TRISPHOSPHATE BINDING%GOMF%GO:0005547	PHOSPHATIDYLINOSITOL-3,4,5-TRISPHOSPHATE BINDING%GOMF%GO:0005547	0.643	0.786982493125573
CHEMOATTRACTANT ACTIVITY%GOMF%GO:0042056	CHEMOATTRACTANT ACTIVITY%GOMF%GO:0042056	0.643	0.786982493125573
POSITIVE CHEMOTAXIS%GOMF%GO:0050918	POSITIVE CHEMOTAXIS%GOMF%GO:0050918	0.643	0.786982493125573
BIOCARTA_MET_PATHWAY%MSIGDB_C2%BIOCARTA_MET_PATHWAY	BIOCARTA_MET_PATHWAY%MSIGDB_C2%BIOCARTA_MET_PATHWAY	0.643	0.786982493125573
NEGATIVE REGULATION OF EPIDERMAL GROWTH FACTOR-ACTIVATED RECEPTOR ACTIVITY%GOBP%GO:0007175	NEGATIVE REGULATION OF EPIDERMAL GROWTH FACTOR-ACTIVATED RECEPTOR ACTIVITY%GOBP%GO:0007175	0.644	0.787773176987908
EMBRYONIC SKELETAL SYSTEM DEVELOPMENT%GOBP%GO:0048706	EMBRYONIC SKELETAL SYSTEM DEVELOPMENT%GOBP%GO:0048706	0.644	0.787773176987908
CHONDROCYTE DEVELOPMENT%GOBP%GO:0002063	CHONDROCYTE DEVELOPMENT%GOBP%GO:0002063	0.644	0.787773176987908
DESMOSOME%GOCC%GO:0030057	DESMOSOME%GOCC%GO:0030057	0.644	0.787773176987908
PROTEIN PHOSPHATASE INHIBITOR ACTIVITY%GOMF%GO:0004864	PROTEIN PHOSPHATASE INHIBITOR ACTIVITY%GOMF%GO:0004864	0.644	0.787773176987908
PRE-MRNA SPLICING%REACTOME%R-HSA-72163.2	PRE-MRNA SPLICING%REACTOME%R-HSA-72163.2	0.644	0.787773176987908
NON-MEMBRANE-BOUNDED ORGANELLE ASSEMBLY%GOBP%GO:0140694	NON-MEMBRANE-BOUNDED ORGANELLE ASSEMBLY%GOBP%GO:0140694	0.645	0.788562992125984
PID_INTEGRIN1_PATHWAY%MSIGDB_C2%PID_INTEGRIN1_PATHWAY	PID_INTEGRIN1_PATHWAY%MSIGDB_C2%PID_INTEGRIN1_PATHWAY	0.645	0.788562992125984
GLYCEROLIPID METABOLISM%SMPDB%SMP0000039	GLYCEROLIPID METABOLISM%SMPDB%SMP0000039	0.645	0.788562992125984
GLYCEROL KINASE DEFICIENCY%SMPDB%SMP0000187	GLYCEROL KINASE DEFICIENCY%SMPDB%SMP0000187	0.645	0.788562992125984
D-GLYCERIC ACIDURA%PATHWHIZ%PW000505	D-GLYCERIC ACIDURA%PATHWHIZ%PW000505	0.645	0.788562992125984
FAMILIAL LIPOPROTEIN LIPASE DEFICIENCY%PATHWHIZ%PW000506	FAMILIAL LIPOPROTEIN LIPASE DEFICIENCY%PATHWHIZ%PW000506	0.645	0.788562992125984
REGULATION OF MACROPHAGE CYTOKINE PRODUCTION%GOBP%GO:0010935	REGULATION OF MACROPHAGE CYTOKINE PRODUCTION%GOBP%GO:0010935	0.646	0.789351939970718
VASODILATION%GOBP%GO:0042311	VASODILATION%GOBP%GO:0042311	0.646	0.789351939970718
PROTEIN <I>N< I>-GLYCOSYLATION PROCESSING PHASE (MAMMALIAN)%BIOCYC%PWY-7919	PROTEIN <I>N< I>-GLYCOSYLATION PROCESSING PHASE (MAMMALIAN)%BIOCYC%PWY-7919	0.646	0.789351939970718
TGF-BETA SIGNALING PATHWAY%PANTHER PATHWAY%P00052	TGF-BETA SIGNALING PATHWAY%PANTHER PATHWAY%P00052	0.646	0.789351939970718
ESTROGEN-STIMULATED SIGNALING THROUGH PRKCZ%REACTOME%R-HSA-9634635.2	ESTROGEN-STIMULATED SIGNALING THROUGH PRKCZ%REACTOME%R-HSA-9634635.2	0.646	0.789351939970718
